Time;Что-то
30.07.2022 17:00;559
30.07.2022 17:15;594
30.07.2022 17:30;697
30.07.2022 17:45;670
30.07.2022 18:00;576
30.07.2022 18:15;535
30.07.2022 18:30;538
30.07.2022 18:45;575
30.07.2022 19:00;542
30.07.2022 19:15;606
30.07.2022 19:30;567
30.07.2022 19:45;464
30.07.2022 20:00;448
30.07.2022 20:15;377
30.07.2022 20:30;342
30.07.2022 20:45;327
30.07.2022 21:00;293
30.07.2022 21:15;240
30.07.2022 21:30;194
30.07.2022 21:45;193
30.07.2022 22:00;164
30.07.2022 22:15;85
30.07.2022 22:30;29
30.07.2022 22:45;10
30.07.2022 23:00;6
30.07.2022 23:15;5
30.07.2022 23:30;1
30.07.2022 23:45;
31.07.2022 0:00;
31.07.2022 0:15;
31.07.2022 0:30;
31.07.2022 0:45;
31.07.2022 1:00;
31.07.2022 1:15;1
31.07.2022 1:30;3
31.07.2022 1:45;3
31.07.2022 2:00;4
31.07.2022 2:15;6
31.07.2022 2:30;11
31.07.2022 2:45;13
31.07.2022 3:00;16
31.07.2022 3:15;22
31.07.2022 3:30;27
31.07.2022 3:45;30
31.07.2022 4:00;34
31.07.2022 4:15;46
31.07.2022 4:30;49
31.07.2022 4:45;40
31.07.2022 5:00;48
31.07.2022 5:15;50
31.07.2022 5:30;53
31.07.2022 5:45;73
31.07.2022 6:00;60
31.07.2022 6:15;64
31.07.2022 6:30;99
31.07.2022 6:45;102
31.07.2022 7:00;102
31.07.2022 7:15;111
31.07.2022 7:30;109
31.07.2022 7:45;119
31.07.2022 8:00;126
31.07.2022 8:15;128
31.07.2022 8:30;209
31.07.2022 8:45;267
31.07.2022 9:00;245
31.07.2022 9:15;308
31.07.2022 9:30;370
31.07.2022 9:45;399
31.07.2022 10:00;453
31.07.2022 10:15;528
31.07.2022 10:30;628
31.07.2022 10:45;672
31.07.2022 11:00;710
31.07.2022 11:15;744
31.07.2022 11:30;730
31.07.2022 11:45;775
31.07.2022 12:00;833
31.07.2022 12:15;807
31.07.2022 12:30;779
31.07.2022 12:45;795
31.07.2022 13:00;836
31.07.2022 13:15;762
31.07.2022 13:30;705
31.07.2022 13:45;788
31.07.2022 14:00;782
31.07.2022 14:15;737
31.07.2022 14:30;714
31.07.2022 14:45;713
31.07.2022 15:00;746
31.07.2022 15:15;770
31.07.2022 15:30;723
31.07.2022 15:45;751
31.07.2022 16:00;761
31.07.2022 16:15;704
31.07.2022 16:30;751
31.07.2022 16:45;720
31.07.2022 17:00;716
31.07.2022 17:15;630
31.07.2022 17:30;644
31.07.2022 17:45;771
31.07.2022 18:00;683
31.07.2022 18:15;666
31.07.2022 18:30;741
31.07.2022 18:45;722
31.07.2022 19:00;633
31.07.2022 19:15;619
31.07.2022 19:30;611
31.07.2022 19:45;541
31.07.2022 20:00;546
31.07.2022 20:15;561
31.07.2022 20:30;542
31.07.2022 20:45;494
31.07.2022 21:00;425
31.07.2022 21:15;441
31.07.2022 21:30;422
31.07.2022 21:45;316
31.07.2022 22:00;251
31.07.2022 22:15;164
31.07.2022 22:30;71
31.07.2022 22:45;44
31.07.2022 23:00;23
31.07.2022 23:15;7
31.07.2022 23:30;
31.07.2022 23:45;1
01.08.2022 0:00;1
01.08.2022 0:15;2
01.08.2022 0:30;3
01.08.2022 0:45;1
01.08.2022 1:00;
01.08.2022 1:15;3
01.08.2022 1:30;6
01.08.2022 1:45;4
01.08.2022 2:00;5
01.08.2022 2:15;6
01.08.2022 2:30;7
01.08.2022 2:45;13
01.08.2022 3:00;11
01.08.2022 3:15;18
01.08.2022 3:30;32
01.08.2022 3:45;35
01.08.2022 4:00;38
01.08.2022 4:15;42
01.08.2022 4:30;51
01.08.2022 4:45;65
01.08.2022 5:00;63
01.08.2022 5:15;60
01.08.2022 5:30;76
01.08.2022 5:45;87
01.08.2022 6:00;81
01.08.2022 6:15;89
01.08.2022 6:30;127
01.08.2022 6:45;135
01.08.2022 7:00;126
01.08.2022 7:15;136
01.08.2022 7:30;133
01.08.2022 7:45;151
01.08.2022 8:00;172
01.08.2022 8:15;194
01.08.2022 8:30;229
01.08.2022 8:45;277
01.08.2022 9:00;316
01.08.2022 9:15;354
01.08.2022 9:30;452
01.08.2022 9:45;525
01.08.2022 10:00;521
01.08.2022 10:15;560
01.08.2022 10:30;713
01.08.2022 10:45;778
01.08.2022 11:00;754
01.08.2022 11:15;730
01.08.2022 11:30;749
01.08.2022 11:45;776
01.08.2022 12:00;747
01.08.2022 12:15;710
01.08.2022 12:30;716
01.08.2022 12:45;751
01.08.2022 13:00;759
01.08.2022 13:15;744
01.08.2022 13:30;757
01.08.2022 13:45;742
01.08.2022 14:00;672
01.08.2022 14:15;659
01.08.2022 14:30;657
01.08.2022 14:45;688
01.08.2022 15:00;710
01.08.2022 15:15;681
01.08.2022 15:30;718
01.08.2022 15:45;709
01.08.2022 16:00;659
01.08.2022 16:15;658
01.08.2022 16:30;641
01.08.2022 16:45;649
01.08.2022 17:00;671
01.08.2022 17:15;583
01.08.2022 17:30;594
01.08.2022 17:45;673
01.08.2022 18:00;625
01.08.2022 18:15;591
01.08.2022 18:30;563
01.08.2022 18:45;559
01.08.2022 19:00;567
01.08.2022 19:15;585
01.08.2022 19:30;510
01.08.2022 19:45;408
01.08.2022 20:00;365
01.08.2022 20:15;320
01.08.2022 20:30;312
01.08.2022 20:45;293
01.08.2022 21:00;241
01.08.2022 21:15;201
01.08.2022 21:30;162
01.08.2022 21:45;155
01.08.2022 22:00;138
01.08.2022 22:15;62
01.08.2022 22:30;17
01.08.2022 22:45;8
01.08.2022 23:00;6
01.08.2022 23:15;8
01.08.2022 23:30;7
01.08.2022 23:45;1
02.08.2022 0:00;
02.08.2022 0:15;
02.08.2022 0:30;
02.08.2022 0:45;
02.08.2022 1:00;
02.08.2022 1:15;
02.08.2022 1:30;
02.08.2022 1:45;
02.08.2022 2:00;2
02.08.2022 2:15;3
02.08.2022 2:30;2
02.08.2022 2:45;1
02.08.2022 3:00;2
02.08.2022 3:15;3
02.08.2022 3:30;1
02.08.2022 3:45;
02.08.2022 4:00;2
02.08.2022 4:15;3
02.08.2022 4:30;3
02.08.2022 4:45;2
02.08.2022 5:00;5
02.08.2022 5:15;8
02.08.2022 5:30;10
02.08.2022 5:45;30
02.08.2022 6:00;72
02.08.2022 6:15;94
02.08.2022 6:30;96
02.08.2022 6:45;108
02.08.2022 7:00;111
02.08.2022 7:15;107
02.08.2022 7:30;133
02.08.2022 7:45;170
02.08.2022 8:00;181
02.08.2022 8:15;204
02.08.2022 8:30;255
02.08.2022 8:45;267
02.08.2022 9:00;251
02.08.2022 9:15;332
02.08.2022 9:30;446
02.08.2022 9:45;484
02.08.2022 10:00;507
02.08.2022 10:15;547
02.08.2022 10:30;630
02.08.2022 10:45;672
02.08.2022 11:00;685
02.08.2022 11:15;811
02.08.2022 11:30;695
02.08.2022 11:45;633
02.08.2022 12:00;766
02.08.2022 12:15;785
02.08.2022 12:30;770
02.08.2022 12:45;686
02.08.2022 13:00;680
02.08.2022 13:15;699
02.08.2022 13:30;726
02.08.2022 13:45;758
02.08.2022 14:00;748
02.08.2022 14:15;682
02.08.2022 14:30;717
02.08.2022 14:45;731
02.08.2022 15:00;610
02.08.2022 15:15;588
02.08.2022 15:30;611
02.08.2022 15:45;649
02.08.2022 16:00;607
02.08.2022 16:15;618
02.08.2022 16:30;656
02.08.2022 16:45;645
02.08.2022 17:00;683
02.08.2022 17:15;666
02.08.2022 17:30;616
02.08.2022 17:45;632
02.08.2022 18:00;751
02.08.2022 18:15;703
02.08.2022 18:30;564
02.08.2022 18:45;568
02.08.2022 19:00;598
02.08.2022 19:15;554
02.08.2022 19:30;490
02.08.2022 19:45;487
02.08.2022 20:00;451
02.08.2022 20:15;414
02.08.2022 20:30;430
02.08.2022 20:45;380
02.08.2022 21:00;339
02.08.2022 21:15;269
02.08.2022 21:30;164
02.08.2022 21:45;154
02.08.2022 22:00;126
02.08.2022 22:15;71
02.08.2022 22:30;40
02.08.2022 22:45;14
02.08.2022 23:00;1
02.08.2022 23:15;3
02.08.2022 23:30;2
02.08.2022 23:45;
03.08.2022 0:00;
03.08.2022 0:15;
03.08.2022 0:30;
03.08.2022 0:45;
03.08.2022 1:00;
03.08.2022 1:15;1
03.08.2022 1:30;4
03.08.2022 1:45;5
03.08.2022 2:00;3
03.08.2022 2:15;4
03.08.2022 2:30;8
03.08.2022 2:45;9
03.08.2022 3:00;13
03.08.2022 3:15;20
03.08.2022 3:30;22
03.08.2022 3:45;29
03.08.2022 4:00;32
03.08.2022 4:15;31
03.08.2022 4:30;32
03.08.2022 4:45;42
03.08.2022 5:00;45
03.08.2022 5:15;46
03.08.2022 5:30;85
03.08.2022 5:45;98
03.08.2022 6:00;88
03.08.2022 6:15;104
03.08.2022 6:30;105
03.08.2022 6:45;137
03.08.2022 7:00;174
03.08.2022 7:15;168
03.08.2022 7:30;146
03.08.2022 7:45;154
03.08.2022 8:00;148
03.08.2022 8:15;176
03.08.2022 8:30;253
03.08.2022 8:45;252
03.08.2022 9:00;249
03.08.2022 9:15;345
03.08.2022 9:30;445
03.08.2022 9:45;499
03.08.2022 10:00;512
03.08.2022 10:15;535
03.08.2022 10:30;675
03.08.2022 10:45;744
03.08.2022 11:00;788
03.08.2022 11:15;832
03.08.2022 11:30;787
03.08.2022 11:45;740
03.08.2022 12:00;797
03.08.2022 12:15;827
03.08.2022 12:30;742
03.08.2022 12:45;733
03.08.2022 13:00;808
03.08.2022 13:15;834
03.08.2022 13:30;790
03.08.2022 13:45;774
03.08.2022 14:00;713
03.08.2022 14:15;653
03.08.2022 14:30;688
03.08.2022 14:45;661
03.08.2022 15:00;644
03.08.2022 15:15;637
03.08.2022 15:30;539
03.08.2022 15:45;622
03.08.2022 16:00;719
03.08.2022 16:15;633
03.08.2022 16:30;642
03.08.2022 16:45;683
03.08.2022 17:00;674
03.08.2022 17:15;668
03.08.2022 17:30;655
03.08.2022 17:45;652
03.08.2022 18:00;668
03.08.2022 18:15;659
03.08.2022 18:30;582
03.08.2022 18:45;594
03.08.2022 19:00;577
03.08.2022 19:15;507
03.08.2022 19:30;493
03.08.2022 19:45;449
03.08.2022 20:00;430
03.08.2022 20:15;406
03.08.2022 20:30;355
03.08.2022 20:45;326
03.08.2022 21:00;323
03.08.2022 21:15;276
03.08.2022 21:30;199
03.08.2022 21:45;161
03.08.2022 22:00;108
03.08.2022 22:15;46
03.08.2022 22:30;16
03.08.2022 22:45;5
03.08.2022 23:00;2
03.08.2022 23:15;2
03.08.2022 23:30;1
03.08.2022 23:45;1
04.08.2022 0:00;1
04.08.2022 0:15;
04.08.2022 0:30;
04.08.2022 0:45;1
04.08.2022 1:00;2
04.08.2022 1:15;2
04.08.2022 1:30;2
04.08.2022 1:45;4
04.08.2022 2:00;7
04.08.2022 2:15;12
04.08.2022 2:30;17
04.08.2022 2:45;18
04.08.2022 3:00;16
04.08.2022 3:15;21
04.08.2022 3:30;35
04.08.2022 3:45;48
04.08.2022 4:00;45
04.08.2022 4:15;35
04.08.2022 4:30;56
04.08.2022 4:45;58
04.08.2022 5:00;45
04.08.2022 5:15;54
04.08.2022 5:30;72
04.08.2022 5:45;86
04.08.2022 6:00;87
04.08.2022 6:15;105
04.08.2022 6:30;118
04.08.2022 6:45;135
04.08.2022 7:00;148
04.08.2022 7:15;151
04.08.2022 7:30;170
04.08.2022 7:45;167
04.08.2022 8:00;161
04.08.2022 8:15;207
04.08.2022 8:30;293
04.08.2022 8:45;317
04.08.2022 9:00;300
04.08.2022 9:15;336
04.08.2022 9:30;438
04.08.2022 9:45;495
04.08.2022 10:00;511
04.08.2022 10:15;617
04.08.2022 10:30;682
04.08.2022 10:45;690
04.08.2022 11:00;619
04.08.2022 11:15;658
04.08.2022 11:30;761
04.08.2022 11:45;755
04.08.2022 12:00;615
04.08.2022 12:15;595
04.08.2022 12:30;767
04.08.2022 12:45;816
04.08.2022 13:00;805
04.08.2022 13:15;759
04.08.2022 13:30;742
04.08.2022 13:45;729
04.08.2022 14:00;725
04.08.2022 14:15;690
04.08.2022 14:30;692
04.08.2022 14:45;710
04.08.2022 15:00;636
04.08.2022 15:15;653
04.08.2022 15:30;625
04.08.2022 15:45;643
04.08.2022 16:00;706
04.08.2022 16:15;657
04.08.2022 16:30;545
04.08.2022 16:45;497
04.08.2022 17:00;367
04.08.2022 17:15;271
04.08.2022 17:30;494
04.08.2022 17:45;611
04.08.2022 18:00;877
04.08.2022 18:15;982
04.08.2022 18:30;684
04.08.2022 18:45;557
04.08.2022 19:00;546
04.08.2022 19:15;517
04.08.2022 19:30;474
04.08.2022 19:45;447
04.08.2022 20:00;411
04.08.2022 20:15;341
04.08.2022 20:30;316
04.08.2022 20:45;305
04.08.2022 21:00;265
04.08.2022 21:15;206
04.08.2022 21:30;161
04.08.2022 21:45;119
04.08.2022 22:00;91
04.08.2022 22:15;68
04.08.2022 22:30;25
04.08.2022 22:45;9
04.08.2022 23:00;1
04.08.2022 23:15;5
04.08.2022 23:30;4
04.08.2022 23:45;
05.08.2022 0:00;
05.08.2022 0:15;
05.08.2022 0:30;
05.08.2022 0:45;
05.08.2022 1:00;
05.08.2022 1:15;2
05.08.2022 1:30;2
05.08.2022 1:45;
05.08.2022 2:00;1
05.08.2022 2:15;3
05.08.2022 2:30;11
05.08.2022 2:45;13
05.08.2022 3:00;9
05.08.2022 3:15;17
05.08.2022 3:30;30
05.08.2022 3:45;36
05.08.2022 4:00;51
05.08.2022 4:15;52
05.08.2022 4:30;44
05.08.2022 4:45;40
05.08.2022 5:00;39
05.08.2022 5:15;58
05.08.2022 5:30;85
05.08.2022 5:45;99
05.08.2022 6:00;94
05.08.2022 6:15;104
05.08.2022 6:30;118
05.08.2022 6:45;129
05.08.2022 7:00;139
05.08.2022 7:15;151
05.08.2022 7:30;180
05.08.2022 7:45;188
05.08.2022 8:00;174
05.08.2022 8:15;210
05.08.2022 8:30;274
05.08.2022 8:45;316
05.08.2022 9:00;305
05.08.2022 9:15;336
05.08.2022 9:30;489
05.08.2022 9:45;593
05.08.2022 10:00;612
05.08.2022 10:15;653
05.08.2022 10:30;744
05.08.2022 10:45;806
05.08.2022 11:00;797
05.08.2022 11:15;789
05.08.2022 11:30;792
05.08.2022 11:45;778
05.08.2022 12:00;774
05.08.2022 12:15;763
05.08.2022 12:30;777
05.08.2022 12:45;749
05.08.2022 13:00;718
05.08.2022 13:15;762
05.08.2022 13:30;785
05.08.2022 13:45;775
05.08.2022 14:00;752
05.08.2022 14:15;706
05.08.2022 14:30;710
05.08.2022 14:45;723
05.08.2022 15:00;686
05.08.2022 15:15;682
05.08.2022 15:30;707
05.08.2022 15:45;711
05.08.2022 16:00;666
05.08.2022 16:15;708
05.08.2022 16:30;722
05.08.2022 16:45;640
05.08.2022 17:00;674
05.08.2022 17:15;724
05.08.2022 17:30;720
05.08.2022 17:45;697
05.08.2022 18:00;675
05.08.2022 18:15;705
05.08.2022 18:30;682
05.08.2022 18:45;664
05.08.2022 19:00;589
05.08.2022 19:15;519
05.08.2022 19:30;512
05.08.2022 19:45;467
05.08.2022 20:00;446
05.08.2022 20:15;390
05.08.2022 20:30;328
05.08.2022 20:45;307
05.08.2022 21:00;293
05.08.2022 21:15;199
05.08.2022 21:30;119
05.08.2022 21:45;115
05.08.2022 22:00;98
05.08.2022 22:15;62
05.08.2022 22:30;19
05.08.2022 22:45;10
05.08.2022 23:00;11
05.08.2022 23:15;2
05.08.2022 23:30;
05.08.2022 23:45;
06.08.2022 0:00;
06.08.2022 0:15;
06.08.2022 0:30;
06.08.2022 0:45;
06.08.2022 1:00;
06.08.2022 1:15;
06.08.2022 1:30;2
06.08.2022 1:45;2
06.08.2022 2:00;1
06.08.2022 2:15;5
06.08.2022 2:30;8
06.08.2022 2:45;6
06.08.2022 3:00;6
06.08.2022 3:15;11
06.08.2022 3:30;24
06.08.2022 3:45;31
06.08.2022 4:00;28
06.08.2022 4:15;34
06.08.2022 4:30;40
06.08.2022 4:45;39
06.08.2022 5:00;48
06.08.2022 5:15;61
06.08.2022 5:30;77
06.08.2022 5:45;98
06.08.2022 6:00;89
06.08.2022 6:15;89
06.08.2022 6:30;113
06.08.2022 6:45;127
06.08.2022 7:00;111
06.08.2022 7:15;92
06.08.2022 7:30;120
06.08.2022 7:45;161
06.08.2022 8:00;142
06.08.2022 8:15;163
06.08.2022 8:30;262
06.08.2022 8:45;226
06.08.2022 9:00;205
06.08.2022 9:15;341
06.08.2022 9:30;462
06.08.2022 9:45;492
06.08.2022 10:00;513
06.08.2022 10:15;643
06.08.2022 10:30;751
06.08.2022 10:45;761
06.08.2022 11:00;715
06.08.2022 11:15;663
06.08.2022 11:30;686
06.08.2022 11:45;774
06.08.2022 12:00;795
06.08.2022 12:15;745
06.08.2022 12:30;708
06.08.2022 12:45;687
06.08.2022 13:00;679
06.08.2022 13:15;688
06.08.2022 13:30;708
06.08.2022 13:45;702
06.08.2022 14:00;686
06.08.2022 14:15;663
06.08.2022 14:30;627
06.08.2022 14:45;669
06.08.2022 15:00;682
06.08.2022 15:15;622
06.08.2022 15:30;607
06.08.2022 15:45;611
06.08.2022 16:00;611
06.08.2022 16:15;585
06.08.2022 16:30;558
06.08.2022 16:45;560
06.08.2022 17:00;558
06.08.2022 17:15;524
06.08.2022 17:30;524
06.08.2022 17:45;513
06.08.2022 18:00;509
06.08.2022 18:15;541
06.08.2022 18:30;498
06.08.2022 18:45;451
06.08.2022 19:00;462
06.08.2022 19:15;477
06.08.2022 19:30;454
06.08.2022 19:45;417
06.08.2022 20:00;373
06.08.2022 20:15;311
06.08.2022 20:30;271
06.08.2022 20:45;269
06.08.2022 21:00;263
06.08.2022 21:15;217
06.08.2022 21:30;177
06.08.2022 21:45;138
06.08.2022 22:00;101
06.08.2022 22:15;57
06.08.2022 22:30;19
06.08.2022 22:45;11
06.08.2022 23:00;4
06.08.2022 23:15;
06.08.2022 23:30;
06.08.2022 23:45;
07.08.2022 0:00;
07.08.2022 0:15;1
07.08.2022 0:30;1
07.08.2022 0:45;1
07.08.2022 1:00;3
07.08.2022 1:15;4
07.08.2022 1:30;3
07.08.2022 1:45;2
07.08.2022 2:00;4
07.08.2022 2:15;4
07.08.2022 2:30;2
07.08.2022 2:45;4
07.08.2022 3:00;8
07.08.2022 3:15;7
07.08.2022 3:30;18
07.08.2022 3:45;36
07.08.2022 4:00;36
07.08.2022 4:15;33
07.08.2022 4:30;42
07.08.2022 4:45;50
07.08.2022 5:00;56
07.08.2022 5:15;67
07.08.2022 5:30;79
07.08.2022 5:45;83
07.08.2022 6:00;85
07.08.2022 6:15;99
07.08.2022 6:30;100
07.08.2022 6:45;100
07.08.2022 7:00;110
07.08.2022 7:15;128
07.08.2022 7:30;128
07.08.2022 7:45;138
07.08.2022 8:00;179
07.08.2022 8:15;193
07.08.2022 8:30;196
07.08.2022 8:45;215
07.08.2022 9:00;240
07.08.2022 9:15;318
07.08.2022 9:30;423
07.08.2022 9:45;482
07.08.2022 10:00;564
07.08.2022 10:15;648
07.08.2022 10:30;579
07.08.2022 10:45;576
07.08.2022 11:00;696
07.08.2022 11:15;763
07.08.2022 11:30;786
07.08.2022 11:45;785
07.08.2022 12:00;771
07.08.2022 12:15;741
07.08.2022 12:30;764
07.08.2022 12:45;740
07.08.2022 13:00;697
07.08.2022 13:15;783
07.08.2022 13:30;871
07.08.2022 13:45;836
07.08.2022 14:00;739
07.08.2022 14:15;674
07.08.2022 14:30;711
07.08.2022 14:45;776
07.08.2022 15:00;725
07.08.2022 15:15;688
07.08.2022 15:30;690
07.08.2022 15:45;698
07.08.2022 16:00;707
07.08.2022 16:15;676
07.08.2022 16:30;645
07.08.2022 16:45;648
07.08.2022 17:00;592
07.08.2022 17:15;562
07.08.2022 17:30;632
07.08.2022 17:45;588
07.08.2022 18:00;580
07.08.2022 18:15;589
07.08.2022 18:30;529
07.08.2022 18:45;496
07.08.2022 19:00;497
07.08.2022 19:15;490
07.08.2022 19:30;456
07.08.2022 19:45;406
07.08.2022 20:00;387
07.08.2022 20:15;346
07.08.2022 20:30;315
07.08.2022 20:45;312
07.08.2022 21:00;261
